Sentence,g_bias
The car drives in,neutral
"The body guard gets off  
and opens the door for Geet",neutral
Aditya comes to her to usher her in,female_bias
"She gets off, feeling small",female_bias
"Aditya leads  
her in",female_bias
A bell boy comes up for the luggage,neutral
"{1/2 min}
[27 ½ mins]
 page : 94 
----------------------------------------------------------------------------------------------------Sc # 59 [A] Night, Ext / Interiors
Shimla – Hotel Suite
Aditya's hotel suite from outside",neutral
Aditya opens the door of the inner room and looks at Geet,neutral
"She is sitting on the corner of the bed,  
wrapped in a shawl, silently eating soup from the trolley",female_bias
He has recovered her,neutral
"The feeling he has for her  
is difficult for him to contain",neutral
He speaks after a while,male_bias
"AdityaSo… tum yahan reh jao, main doosra room le raha hoon",neutral
GeetKya zaroorat hai? Itni badi jagah hai,neutral
AdityaHmm,neutral
Theek hai,neutral
"Vaise bhi mujhe karate aata hai, to koi problem nahin hai",neutral
"She looks at him, a faint glimmer of mischief in her eyes",neutral
"GeetGhabrao mat, main tumhaara rape nahin karoongi",neutral
AdityaTum kar hi nahin sakti,neutral
GeetMujhe karna hi nahin hai rape,neutral
"AdityaKarna ho bhi to nahin kar sakti
GeetBy god… Kya raat guzri thi",neutral
"Vo hotel yaad hai? 
AdityaHotel Decent",neutral
Geet(giggles) Decent… Haan,neutral
"AdityaBy the way, main aapko bata doon ki us raat Hotel Decent mein sab log aapko call girl samajh  
rahe the",neutral
"Geet(shock) Kya? Call girl?
AdityaMain us se kharaab word use karne waala tha",neutral
"page : 95 
----------------------------------------------------------------------------------------------------Geet Kya bakwaas kar rahe ho",neutral
"Really?
AdityaYaad hai main keh raha tha mujhe baat karne do? Magar tum to tum ho…
GeetOh teri ki… Oh god… Kitni gaddhi thi main",neutral
Kitni badi bewakoof thi,neutral
"Tab hi to ye sab ho raha  
hai mere saath",neutral
Tab hi to is haalat mein hoon,neutral
The smiles disappears from his face,male_bias
"She shakes her head as her face begins to 
contort with the weeping that is coming",female_bias
Geet(weeping) Ye to hona hi tha mere saath,neutral
"Bahut achcha hua, yehi deserve karti hoon main… Din  
raat sochti rehti hoon par kuch samajh nahin aata, ki kya karoon, kya karoon main, us  
se kya kahoon ki vo maan jaaye",neutral
Ghar bhi nahin ja sakti,neutral
"Pata nahin kya soch rahi thi  
main… Kya…
Aditya has stood up by now, feeling very agitated to see her weep",female_bias
"He turns to her at this point  
and says with force",neutral
AdityaMain bataata hoon,neutral
Main batata hoon tumko kya karna hai,neutral
He lowers to his haunches,male_bias
AdityaAnshuman ko apne dimagh se nikaal dena hai,neutral
"Samjhi? 
Geet looks away, not wanting to listen to these hard words",neutral
"AdityaTum jitna bhi ro lo, tadap lo, vo vaapas nahin aayega Geet",neutral
"Usko aana hota to bahut pehle aa  
jaata",neutral
Vo soch bhi nahin raha hai tumhaare baare mein,neutral
"Vo apni zindagi mein khush  
hai",neutral
"GeetTum us se mile the?
AdityaHaan",neutral
"GeetKya keh raha tha? 
Aditya looks at her",female_bias
There is a glimmer of hope in her,female_bias
"AdityaGeet, Anshuman waala chapter khatam ho chuka hai",neutral
"Yehi sach hai, aur jitni jaldi tum isko  
maan logi, utna achcha hai",neutral
"Usko apne dimagh se nikaal do, isi waqt",neutral
"Jaise usney tumko  
apni zindagi se nikal diya tum bhi usko nikal phenko (idea) Photograph",neutral
"Uski  
photograph",neutral
Uski photo jalao aur apni zindagi se usey flush kar do,neutral
Photo nikalo,neutral
GeetUski photo nahin hai,neutral
AdityaShit,neutral
(another idea) Okay,neutral
"Hum usko phone karenge (takes out cell) Aur tum usko gaaliyaan  
dogi",neutral
Better hai,neutral
"Jitni gaaliyaan jaanti ho, suna do saale ko",neutral
"GeetAditya, please",neutral
"page : 96 
----------------------------------------------------------------------------------------------------AdityaKyon? Bachchon jaisi baat hai? 
GeetHaan
AdityaGreat",neutral
"Bachchon waali baat karo, do gaaliyaan saale ko",neutral
Saari bhadaas nikaal do,neutral
"You'll feel  
great",neutral
Aditya dials,neutral
"Geet(nervous) Aditya… Suno…
AdityaRing ho raha hai",neutral
Taiyyar ho jao,neutral
Jitni bhi gaaliyaan aati hain,neutral
Gandi waali bhi,neutral
"She is looking at him, pulsating in excitement",neutral
Aditya(into phone) Hello Anshuman? Ek second,neutral
Aditya hands over the phone to Geet,neutral
She does not want to take it but he makes her,neutral
"Aditya(mimes) Come on
Anshuman(OC) Hello?
Geet is silent",neutral
"Aditya(mimes) Come on, go for it",neutral
Anshuman(OC) Hello,neutral
"Kaun hai…? 
GeetHello…
Anshuman(OC) Haan?
GeetHello… Anshuman…?
Sc #  60 [A] Night, Interiors
Manali – Anshuman's House
Anshuman on the phone",neutral
He is intrigued,male_bias
"AnshumanGeet?
Geet(OC) Haan…
AnshumanAur ye Aditya Kashyap ki awaaz thi?
 page : 97 
----------------------------------------------------------------------------------------------------Sc # 59 [B] Day, Exteriors
Shimla – Hotel Suite
Aditya is looking at Geet",neutral
He is encouraging her to be aggressive,neutral
"GeetHaan…
Aditya(mimes) Gaali, gaali… come on",neutral
"Anshuman(OC) Hello? Geet? Hello…?
GeetHaan… Anshuman main kehna chahti thi ki…
Anshuman (OC) Haan…
Aditya(mimes) Bolo, bolo… Socho mat… Come on",neutral
"Geet(soft) Kutte… 
Aditya(mimes) Yes",neutral
"Hello Geet, Anshuman's voice is heard",neutral
"Hello…? Yes, Geet says",neutral
I have called to…,neutral
"Come on,  
Aditya is saying",neutral
"What, Anshuman's voice is heard",neutral
"Dog, Geet says softly on the phone",neutral
"Yes, Aditya says",neutral
"Sc # 60 [B]
Anshuman does not know whether he has heard right",male_bias
"AnshumanKya? 
Sc # 59 [C]
Geet(loud) Kutte",neutral
Ullu ke patthe,neutral
"Aditya(mimes) Aur moti, aur moti",neutral
GeetYou bastard,neutral
"AdityaFantastic, suna do sale ko…  
GeetSaale suar ki aulaad…
 page : 98 
----------------------------------------------------------------------------------------------------Sc # 60 [C]
Anshuman(rattled) Hello, Geet, suno…
Sc # 59 [D]
 Geet has connected with her anger",female_bias
Aditya is ecstatic,neutral
"GeetTujhe kya laga, ki tu mujhe chhod dega to main zindagi bhar tadapti rahoongi",neutral
"Tadpega tu  
kameene",neutral
"Keede padenge tere oopar, kutte ki maut marega aur hamesha hamesha ke liye  
narak ki aag mein jalega teri ma ki choot…
She cuts the phone",female_bias
"Sc # 60 [D]
 Anshuman is shocked",neutral
He looks at the receiver in thought,male_bias
"{1/2 min}
 page : 99 
----------------------------------------------------------------------------------------------------Sc # 59 [E]
Geet is looking at the phone",neutral
She looks at Aditya,female_bias
"She is throbbing all over, she is triumphant",female_bias
"AdityaBetter lag raha hai? Haan? 
GeetHaan… Bahut achcha lag raha hai",neutral
"She takes a step, keeps the phone on the desk, then turns towards Aditya",female_bias
"GeetThanks
AdityaAnytime
Geet rushes to Aditya and flings herself to hug him",male_bias
Aditya moves backwards with her force,female_bias
Aditya's back comes against the wall,neutral
He holds her waist for balance,neutral
She shifts her mouth to his neck,neutral
His hand runs on her side,neutral
She puts her forehead on his chest,neutral
Aditya closes his eyes,male_bias
"He controls himself, removes his hands",male_bias
Geet looks up at him,male_bias
"She  
separates from him",neutral
There is a moment of awkwardness,neutral
"She looks away, gathers her hair",female_bias
"He keeps  
looking straight",male_bias
AdityaHaan to theek hai na yaar,neutral
"Ho jaata hai kabhi kabhi, aage nahin hoga, aisi koi tension ki baat  
nahin hai",neutral
(moves to the table) Mujhe bahut bhook lag rahi hai,neutral
"Kya order kiya hai?   
He moves to the food trolley",male_bias
Begins to eat,neutral
"AdityaAur kal tum mujhe Shimla ghumaogi, samjhi? 
She nods, still awkward",female_bias
"AdityaEmbarace mat ho, bhool ja",neutral
Ki hoya tha itthe? Kuch bhi nahin,neutral
She smiles,female_bias
"AdityaAa ja, rotti-shotti kha le",neutral
Kal khaasi maint kaarni hai,neutral
Geet moves towards him,male_bias
"AdityaAa ki order kitta? Ae koi khaanh di cheez ae? Kuch pneer-shneer de tikke mngaa, koi kukkdi-
shukkdi di tang manga",neutral
"Tera dmaag khraab ae? 
She is laughing as they eat together",female_bias
"{3 ½ mins}
 page : 100 
----------------------------------------------------------------------------------------------------Sc # 61 Day, Exteriors
Shimla – Various / Summer Hill Stn / Heritage Train
The sun rises in shimla",neutral
The city is waking up,neutral
Aditya's car drives up to a spot and stops,neutral
"Aditya is looking out at something, geeting charged  
up",neutral
Geet follows his look,male_bias
They look at each other in excitement,neutral
"Aditya turns away, quickly switches the  
car off, opens his seat-belt in a hurry",male_bias
"Geet smiles, follows suit",neutral
She gets out of the car,female_bias
"Aditya is running ahead, locks his car with the remote",male_bias
"They run, down a passage, through a footbridge, come to a railway station and run after the toy  
train that is leaving the platform",neutral
Aditya runs and gets on the train,neutral
"Geet runs and runs and this time she  
catches the train",female_bias
She is laughing,female_bias
"GeetPata hai? Mujhe darawne sapne aate hain, kayee maheenon se, ki main na train ke peeche bhaag  
rahi hoon, aur train chhoot gayee",neutral
"AdityaAaj pakad liya na?
Geet(happily) Haan",neutral
They have sat down by now,neutral
Both are out of breath,neutral
"GeetMain tujhein bahut achchi lagti hoon na?
Aditya(point blank) Bahut",neutral
Bahut zyada achchi lagti hai,neutral
Magar vo mera maamla hai,neutral
"Mujhe apni  
feelings par poora haq hai",neutral
"Hai ki nahin? 
She nods",female_bias
AdityaAur tension mat le,neutral
"Tujhpar koi pressure nahin hai, theek hai? Theek hai? 
She nods",female_bias
He mock punches her face tenderly,neutral
She does the same,female_bias
Then he does a karate action,male_bias
"She laughs, does a karate action too",female_bias
The train runs through the mountains,neutral
"{2 mins} 
 page : 101 
----------------------------------------------------------------------------------------------------Sc # 62 Day, Exteriors
Shimla – Summer Hill Stn
The train is leaving the station",neutral
"Aditya and Geet have gotten off, are walking out of the station",neutral
"AdityaSun, kuch der mein hum niklenge yahan se",neutral
Bhatinda ke liye,neutral
"She looks at him, tense",neutral
Stops walking,neutral
(imagining) Nahin nahin,neutral
"O god, bilkul nahin",neutral
He nods,male_bias
"GeetMain apni shakal kaise dikhaoongi unko?
AdityaKuch nahin hoga yaar",neutral
Don't worry,neutral
"GeetTum vahan rahoge na mere saath?  
AdityaRahoonga na",neutral
GeetTab theek hai,neutral
Main unko keh deta hoon,neutral
"He dials the number, walking out",male_bias
She holds his arm in nervousness,neutral
They walk out,neutral
"{1 min}
Sc # 63 Day, Ext / Interiors
Bhatinda House
 page : 102 
----------------------------------------------------------------------------------------------------Amrik Singh – Geet's little cousin brother – runs across with angry chacha and some others  
following",neutral
They reach Geet's father who is talking on the phone,neutral
"KulmeetShaam ko? Is shaam, aaj? Achcha achcha",neutral
"Tu usko la raha hai? Geet ko la raha hai?  
Kitne baje? Achcha, shaam ko",neutral
"Haan, theek hai puttar, theek hai",neutral
Hum intezar kar rahe hain,neutral
Okay,neutral
He cuts the line,male_bias
He looks at everyone,male_bias
Everyone is looking at him,male_bias
"************
Sc # 64 Day, Int / Exteriors
Shimla – Hotel
 page : 103 
----------------------------------------------------------------------------------------------------The lobby of Aditya's hotel",neutral
Aditya and Geet enter the lobby,neutral
"I feel so hungry in the hills, he is  
saying",male_bias
"You want to grab a quick bite? Are you mad, she says",female_bias
I can hardly breathe,neutral
"Stop thinking about it,  
he says",male_bias
"I'm not thinking, she says",female_bias
You have to think,neutral
I'll just close my eyes and follow you,neutral
"We see that  
Anshuman is sitting in the lobby, waiting for them",neutral
He turns and sees them,male_bias
"He gets up and moves  
towards Geet",male_bias
"Aditya, telling Geet that they should leave in a couple of hours, sees Anshuman",neutral
He stops,male_bias
Anshuman walks up,neutral
Geet looks at him,male_bias
"Anshuman walks up, straight to Geet",neutral
Geet is stunned,neutral
Anshuman is now standing in front of her,female_bias
"Geet, Anshuman begins",neutral
I messed up,neutral
I really messed up,neutral
"When you spoke to me last night… when you used all those words… it just opened my eyes… What was I  
doing? I was trying to forget about you, but it wasn't possible",neutral
Anshuman looks at Aditya,neutral
"It was too  
sudden for me, Anshuman continues",neutral
"She just landed up in Manali that day and I could not handle it…  
Anshuman looks at Geet now",female_bias
I did not have the courage to take you to my house,neutral
"But today I care a damn  
for the world",neutral
I have come to take you back and I promise I will never… never hurt you again,neutral
"I am sorry  
Geet",neutral
Geet stares at him,male_bias
"I am sorry Geet, Anshuman is saying",neutral
"{1 ½ mins}
Sc # 65 Night, Interiors
Shimla – Hotel Corner
Aditya is standing reclined on the back of the couch",neutral
He is in deep introspection,male_bias
"After a while,  
footsteps are heard and Geet comes in",neutral
Her eyes are red with tears,female_bias
"I can't believe this,  
she says",female_bias
He leaves me on the streets one day and nine months later he comes and says sorry,male_bias
"Just like  
that",neutral
"Is it so simple? How can I forget and forgive him so easily? Don't forgive him, he says",male_bias
Trouble him,male_bias
Take your revenge,neutral
You have your lifetime to do that,neutral
"You know Geet, he says",male_bias
"My  
parents did not love each other",neutral
They loved other people,neutral
"And my entire life I have suffered because of  
that",neutral
"They were great together in the office, but home was hell",neutral
"They should have just followed their  
hearts and sooner or later everything would have sorted out, isn't it? Geet is looking at him",male_bias
"This man has  
caused you pain, Aditya continues",male_bias
"He took too much time, you suffered, so punish him as you see fit",male_bias
"But  
don't turn him away",male_bias
That will be a mistake,neutral
"I can't believe, Geet says, that you are arguing his case",male_bias
"Aditya smiles, he touches her head",neutral
"I am arguing your case too Geet, he says",male_bias
"Both your cases are the  
same",neutral
It's simple – you love each other so you need to be together,neutral
That's how everyone will be happy,neutral
She is looking at him,neutral
"And you, she asks",female_bias
"What about you? Well, he says",male_bias
"You have your first extra-
marital affair with me, then I'll be happy too",neutral
She smiles,female_bias
He smiles,male_bias
The smiles fade away,neutral
"No Aditya,  
she says",female_bias
I can't do this,neutral
"Follow your heart Geet, he says",male_bias
Everything will sort out,neutral
"He extends his  
hand",male_bias
Music of Song # 6 begins,neutral
Geet gives him her hand,neutral
"{2 ½ mins}
[38 ½ mins]
Song # 6 
Aditya turns and takes Geet out of the room, holding her hand",female_bias
"He crosses the hall and walks into  
the terrace",male_bias
"Anshuman turns and looks at them, gets up",neutral
Aditya brings Geet to him,male_bias
"Anshuman is looking  
at her",female_bias
Geet is looking down,neutral
"Aditya smiles, withdraws",neutral
"He goes out of the terrace,  
back into the room",male_bias
He stands against the wall,male_bias
"page : 104 
----------------------------------------------------------------------------------------------------Early morning in the mountains",neutral
Two cars are driving down,neutral
Aditya is driving the one in front,neutral
Anshuman is sitting next to him,male_bias
Geet is in the rear seat,neutral
She is looking at Aditya,female_bias
Aditya notices her,female_bias
"He  
smiles at her in the rear view mirror",neutral
The journey continues,neutral
"The car approaches the house at Bhatinda,  
stops at the gate",neutral
"{1 ½ mins}
Sc # 66 Day, Exteriors
Bhatinda House – Drive, Façade, Courtyard, Hall
The gardener runs up to open the gate",neutral
"He is very happy, is trying to peer inside the car",male_bias
"Aditya  
looks at Geet in the rear-view mirror",neutral
She is very nervous,female_bias
"Anshuman is looking out of the window at the  
house",neutral
"All the best, Aditya tells Geet",neutral
"They are here, they are here, Amrik shouts as he runs inside after  
seeing them",male_bias
Aditya drives inside,neutral
He sees that the porch is decorated with flowers,male_bias
"People spill out into  
the verandah from inside",neutral
It is a huge gathering,neutral
"Apart from the family, there seem to be relatives, friends  
– all wearing good clothes, in celebration mode",neutral
Geet's brothers are there,neutral
"They herd the car into the  
courtyard",neutral
"Geet is sitting in the rear, tears coming to her eyes",female_bias
Anshuman is surprised by the ambience,neutral
"page : 105 
----------------------------------------------------------------------------------------------------What's happening here, Anshuman asks",neutral
"Their girl is coming back after nine months, Aditya says",neutral
"The  
car stops in the courtyard",neutral
The gathering moves towards the car,neutral
"Anshuman is  
looking around in surprise",neutral
Roop rushes to the door and pulls Geet out,neutral
"She embraces Geet, sobbing",female_bias
"Geet's mother comes to her, embraces her",female_bias
Geet is sobbing too,neutral
The swarm of people envelope Geet,neutral
"Everyone hugs her, everyone kisses her, everyone asks her not to cry as she is moved up the stairs into the  
verandah",female_bias
Angry uncle comes towards Aditya,neutral
He opens his door and brings him out,male_bias
"He has tears in his  
eyes",male_bias
He embraces Aditya,male_bias
"Thank you, he is saying",male_bias
Thank you son,neutral
"I had not believed you when you said  
you will get her",female_bias
But you did,neutral
We will never forget this,neutral
"He takes Aditya's hand and brings him to the  
veranda",male_bias
Aditya meets Geet's father,neutral
"Roop rushes in with a flower garland and puts it around Aditya's  
neck",neutral
"Kyon jijaji, she says",female_bias
Aditya looks up sharply at Roop,neutral
He looks around at everyone,male_bias
"The situation  
hits him",male_bias
He looks towards Geet,male_bias
Geet is with her mother and others,female_bias
They are wiping her tears,female_bias
"Roop  
turns Aditya's face to herself",neutral
"What happened, she says",female_bias
"Can't take your eyes off her, haan? She pulls  
Geet next to him",neutral
"Happy now, she asks",female_bias
Geet is looking at Roop in question,neutral
"Arey Roop tu hat, Sexy Aunt  
says",neutral
Let us see them together,neutral
"A swarm of ladies with expectant eyes moves into position to see Aditya  
and Geet together",neutral
"How nice they look together, the older ones say",neutral
Made for each other,neutral
"Some people  
start circling money around their heads to protect from any 'nazar'",neutral
It dawns upon Geet,neutral
She is frozen,female_bias
She looks at Aditya,female_bias
Aditya looks at her,female_bias
"They stand there, stumped",neutral
Aditya looks towards Anshuman,neutral
Anshuman is still in the car,neutral
He is gaping at what is happening,male_bias
Angry chacha follows Aditya's look,neutral
"Arey, get that boy also, he orders",male_bias
"Geet's younger brothers run towards Anshuman, opens the door of the  
car",neutral
"He is your friend, chacha asks Aditya",male_bias
"Aditya looks at him, nods",male_bias
"The boys run Anshuman up the  
steps of the porch",neutral
"Come beta, welcome, says angry chacha",neutral
Anshuman just looks at him,male_bias
"Then he looks at  
Geet and Aditya",male_bias
"By now, Geet's mother had made her way in front of Geet and Aditya with a thali of  
sweets",female_bias
She picks up a sweet and makes Aditya take a bite,female_bias
"Then she brings the remainder of the sweet to  
Geet's mouth",female_bias
"Love increases by eating 'jootha', she says",female_bias
Aditya looks at Anshuman,neutral
"The sweet is in  
front of Geet's face",neutral
Mother puts it into her mouth,female_bias
"Anshuman does not know what the bloody hell is  
happening out here",neutral
His hands are in the question mark positions,male_bias
"But Geet's  
mother kisses him on the forehead",male_bias
He looks at Geet,male_bias
He gets his mouth close to her ear,neutral
"Tell them fast,  
Aditya is saying",neutral
"Yes, Geet says",neutral
"Ae, kya ho raha hai, Roop and the other saalis scream",neutral
"Aditya looks at  
Roop, smiles",neutral
"Ma, Geet turns to her mother and says",female_bias
"Come in, mother says",neutral
"Aditya and Geet are  
taken into the hall",neutral
And it's not a simple going in – it's the ritual of entering house,neutral
"Enter together,  
mother is saying",neutral
They make to step in through the threshold,neutral
"Not like this, Roop says",neutral
"You had gone  
holding hands",neutral
So you will have to hold hands as you enter,neutral
"Anshuman is looking at Roop, now he looks  
at Geet and Aditya",male_bias
"Aaj badi sharam aa rahi hai, Roop says to Aditya and Geet and makes them hold  
hands",neutral
"Geet looks at Aditya, as though apologizing",neutral
He knows that she needs support at this time,neutral
"They  
step in together",neutral
There is massive clapping and rejoicing,neutral
Geet is still clutching Aditya's hand,neutral
"Anshuman  
comes in",neutral
Aditya makes to release his hand,male_bias
Geet realizes that she has to let go,female_bias
She turns to her mother,female_bias
"Ma I have to talk to you, she says",female_bias
"Come… First meet Darji, mother says, then there is a long booking  
with all the relatives and friends",neutral
"Come, she says",female_bias
"Roop, take them",neutral
Aditya and Geet are taken away,neutral
Mother looks at Anshuman,neutral
"You also come bete, she tells Anshuman",female_bias
Anshuman's face is blank,neutral
"{3 ½ mins}
Sc # 67 Day, Interiors
Bhatinda House – Dadaji's Room
Old sikh",neutral
Sitting on his easy chair,male_bias
Geet and Aditya are made to stand in front of him,male_bias
"Anshuman  
is brought to stand at a distance",neutral
Geet bows and wishes him,male_bias
Aditya is prompted to touch his feet,male_bias
"He  
comes forward",male_bias
"One minute, says old sikh",neutral
Old sikh looks at Geet and Aditya,neutral
"He looks  
carefully",male_bias
"The very first time I saw him, I had understood, he says to Geet",male_bias
"At my age one glance tells you  
what is happening between a girl and a boy",neutral
"Anshuman is trying to follow  
what old sikh is saying",neutral
Old sikh continues to Geet – I asked you,neutral
But you lied to me,neutral
"And it must have  
been your idea to run away, wasn't it? Wasn't it? Geet nods",neutral
"See, he tells the others",male_bias
"I knew it… She is the  
 page : 106 
----------------------------------------------------------------------------------------------------naughty one between the two",female_bias
"Anyway, I have heard that the world has moved ahead and times have  
become very modern",neutral
Everyone wants to accept both of you and I will agree with them,neutral
"But remember –  
you have made your mistake and got your pardon",neutral
Now no more surprises and no more shocks,neutral
Okay,neutral
"?  
Angry chacha indicates Aditya to touch old sikh's feet",neutral
Aditya touches his feet,male_bias
"Old sikh catches Aditya's  
shoulder",neutral
"Handle her with care, old sikh says",female_bias
Aditya nods,neutral
"She is the  
naughtiest one in the family",female_bias
She has troubled us a lot,female_bias
She will not spare you too,female_bias
"If she does some hanky-
panky, you tell me",female_bias
I am a man from the old world,male_bias
"I will give her one whack on her backside and she will  
be back on track",female_bias
"You tell me, okay? God bless you",neutral
"{2 mins}
Sc # 68 Day, Exteriors
Bhatinda House – Inner Courtyard
Kids run in as Geet and Aditya come to the inner courtyard",neutral
"Roop, aunts and many others come  
in with the couple",neutral
Anshuman shuffles in too,neutral
"Photo, photo, the kids are saying",neutral
"Didi… Jijaji… Amrik  
take our photo",neutral
The others move out,neutral
All the kids cramp in around Geet and Aditya,neutral
"Anshuman is there is  
in the snap too",neutral
They are posed for the photo,neutral
"Listen… hello, Anshuman is saying to Geet and Aditya with  
a shrug",neutral
Aditya whispers to Geet – Should I tell your father? He indicates to Anshuman to wait,male_bias
"Hilo mat,  
hilo mat, Amrik is shouting",neutral
He takes the snap,male_bias
"No, Geet says then",neutral
I will tell my mom,neutral
She is coming,female_bias
"One minute, one minute, Amrik says as he rushes in",male_bias
He wants to be in the snap too,male_bias
"There are so many  
people here, Geet is saying, nervous",neutral
Amrik has come to Anshuman in the mean time,neutral
"You take the photo  
na, Amrik says",neutral
He gives the camera to Anshuman,male_bias
Anshuman looks at the camera as if it is a dead frog,neutral
"Open the lens, Amrik says quickly, then press the flash on and click… simple",neutral
"Come… He takes  
Anshuman to the spot to click, then rushes back into the snap, next to Aditya",male_bias
"Ready… The group is  
posed",neutral
"Come on click, Amrik says",neutral
"Anshuman raises the camera with reluctant hands, tries to click",neutral
"Again  
tries to click",neutral
"It is not clicking, he complains",male_bias
"Show, Amrik runs to him",male_bias
He takes the camera,male_bias
"Arey, he  
says hitting his palm on his forehead",male_bias
You have not switched on the flash na… Now click,neutral
Ready,neutral
"page : 107 
----------------------------------------------------------------------------------------------------Anshuman clicks",neutral
Geet's mother and father come in,neutral
"Achcha all this later, mother announces busily",neutral
"The  
kids run away, snatching the camera from Anshuman",neutral
Father takes Aditya's hand,neutral
"Come beta… I want  
you to meet everyone",neutral
Geet nods slightly as Aditya goes away,neutral
"She turns to her  
mother",female_bias
"Let's go inside ma, Geet tells her, I have to… Mother is looking at Anshuman",female_bias
"He is coming in  
everyone's way",male_bias
"Ma listen, Geet says",neutral
"Beta, mother says to Anshuman, why don't you go and freshen up,  
she tells him",neutral
"No, I am fresh, Anshuman says",neutral
"Arey you have had such a long journey, mother says",neutral
"Samar, take him to the room… give him towel and soap… Go beta… Anshuman is making slight protests  
but the two brothers catch him and rush him down the corridor… Aao ji, aao ji… He is turning back to  
look at Geet, but soon he is gone",male_bias
All the relatives are in the courtyard,neutral
Geet's father is introducing Aditya to each one of them,neutral
"Aur ye Arjan Singhji hain, her father is telling Aditya",female_bias
Patiale mein rehte hain,neutral
"Mujhse ek saal chhote  
hain par hote chacha hain… Aditya wishes him",male_bias
"To ye kya bolega mujhe, dadaji, Arjansingh asks in jest",neutral
"Aditya laughs, looks towards Geet",neutral
Geet is broght to sit on the diwn by the other women,female_bias
"Geet looks at  
him",male_bias
Aditya raises his eyebrows to her,neutral
"Ma, she says",female_bias
"Yes beta, ma says",neutral
"We have  
to talk",neutral
There is so much to talk about,neutral
Nine months,neutral
"But tell me – you are fine na? Yes ma, Geet says",neutral
"I  
am absolutely fine",neutral
"Aditya treats you well, ma asks",neutral
Geet looks at her mother,female_bias
"What, mother asks in  
concern",neutral
"He treats me well, Geet says plainly",male_bias
"Is there something wrong, mother asks, her concern  
growing",female_bias
"He behaves badly with  you? Ma, Geet says",male_bias
He treats me like even you have never treated me,male_bias
Mother hugs Geet in relief and happiness,neutral
"He really loves you na beta, ma asks",male_bias
"Yes ma, Geet says",neutral
"That's  
not the thing",neutral
Mother is looking at Geet,neutral
"Let's go inside, Geet says",neutral
"Yeah come, mother says",neutral
"But in the  
mean time, Roop and the other girls come to Aditya and grab him",male_bias
"Meet us also jijaji, Roop says, pulling  
him to where Geet and the other women are",neutral
Roop continues – and tell me why you betrayed me,neutral
"She  
seats Aditya next to Geet",female_bias
Mother looks at all this with a smile,neutral
"You had to run away with me, Roop  
continues, and you ran away with my sister instead? How could you do this to me? Tell me",neutral
"All the girls  
are giggling",neutral
"I could not make out in the dark, Aditya says",neutral
"I thought it was you… but in the morning I  
discovered that it was Geet",neutral
All the girls titter,neutral
"Such bad luck, Roop says",neutral
"And who is the sample you have  
brought along? Who, Aditya asks",neutral
"Your friend, Roop says",neutral
"He is my compensation package or what…?  
Aditya can not help but laugh",male_bias
He shakes his head,male_bias
"Geet takes her mom's hand and  
makes to get up",female_bias
Geet's father comes up,neutral
"Move, let me also sit, he says",male_bias
He sits next to Aditya,male_bias
"Beta, he  
addresses Aditya",male_bias
"We want to have a small marriage ceremony at the Gurudwara, with our customs",neutral
"See  
your marriage has happened, but this is just for our satisfaction… and to properly introduce you to our  
community",neutral
"Don't look at her, father says",female_bias
Tell me honestly,neutral
"We  
won't do it if you have a problem",neutral
"Geet turns and walks away, surrounded by many aunts and cousins",neutral
"I  
have no problem, Aditya says",neutral
"Very good, mother says, turns and goes after Geet",neutral
"We will have the  
ceremony as soon as possible, father says",neutral
"Please call your people also, chacha says",neutral
"Yes, father says, they  
must come",neutral
"Very good, father says and gets up",neutral
"{3 mins}
Sc # 69 Day, Interiors
Bhatinda House – Guest Room
Aditya walks into the guest room",neutral
"Anshuman is there, wrapped in a towel",neutral
"What is happening, he  
asks, hands outstretched",male_bias
"Big confusion, Aditya says",neutral
Nobody had thought of this,neutral
But don't worry,neutral
"Geet  
should be talking to her mother soon",female_bias
"Arey she should have told them right at the outset, Anshuman says",female_bias
None of this would have happened,neutral
"How strange… They are doing all the ceremonies with you and  
forcing me to have a bath… Where is Geet, I will talk to her",female_bias
"She is surrounded by people, Aditya says",female_bias
"So  
I will take her away from them and talk, Anshuman says",female_bias
"But Anshuman people here think you are my  
friend, Aditya says",neutral
"If you take Geet away like that, what will everyone think? Yeah, Anshuman agrees",neutral
"Then – Arey, he exclaims",male_bias
"What will they think? Let them think – that is the truth, no? She and I is the  
couple",female_bias
That's what we want to tell them,neutral
"Yes, but let her handle it, Aditya tells Anshuman",female_bias
"Let her break  
the news in the best way possible, so that there is no embarrassment in front of all these people",female_bias
Anshuman ponders,neutral
Then he speaks in agitation,male_bias
"These boys bloody…  they want to take me to see the  
sugarcane plantations… Why should I see sugarcane plantations man…? What's the big deal about  
 page : 108 
----------------------------------------------------------------------------------------------------sugarcanes? I don't want to see sugarcanes",male_bias
"Okay okay, says Aditya",neutral
So don't go,neutral
"Don't get hassled,  
Anshuman… It's just a matter of a little time",neutral
Anshuman turns away,neutral
"Aditya turns the other way and  
looks out of the window",neutral
"{1 ½ mins}
Sc # 70 Day, Interiors
Bhatinda House – Mother's Room
Geet sitting on her mother's bed, tense",female_bias
Mother enters and sits,neutral
"Yes, she says, relaxing",female_bias
Talk,neutral
Geet looks at her mother,female_bias
Mother looks so happy,neutral
Mother lifts eyebrows to ask what the matter was,neutral
"Ma,  
Geet says",neutral
"The way you people are thinking, it's not like that",neutral
"Like what, mother asks",neutral
